Image:;11F_NE_O.BMP;11F_NE_O.BMP;11F_HA_O.BMP;11F_HA_O.BMP;11F_FE_O.BMP;11F_FE_O.BMP;11F_DI_O.BMP;11F_DI_O.BMP;11F_CA_C.BMP;11F_CA_C.BMP;11F_AN_C.BMP;11F_AN_C.BMP;10F_SP_O.BMP;10F_SP_O.BMP;
SAM:;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;
Aval. RT:;699;715;320;279;272;610;406;317;494;627;471;550;477;385;
Aval. Resp:;8;4;7;5;7;1;2;1;8;1;2;2;3;6;


Image:;10F_SA_C.BMP;10F_SA_C.BMP;10F_NE_O.BMP;10F_NE_O.BMP;10F_HA_O.BMP;10F_HA_O.BMP;10F_FE_O.BMP;10F_FE_O.BMP;10F_DI_O.BMP;10F_DI_O.BMP;10F_CA_C.BMP;10F_CA_C.BMP;10F_AN_C.BMP;10F_AN_C.BMP;
SAM:;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;
Aval. RT:;696;268;493;349;381;370;462;648;385;504;291;343;446;332;
Aval. Resp:;8;7;3;8;1;8;3;7;5;5;9;8;3;3;


Image:;03F_SP_O.BMP;03F_SP_O.BMP;03F_SA_C.BMP;03F_SA_C.BMP;03F_NE_C.BMP;03F_NE_C.BMP;03F_HA_X.BMP;03F_HA_X.BMP;03F_FE_O.BMP;03F_FE_O.BMP;03F_DI_O.BMP;03F_DI_O.BMP;03F_CA_C.BMP;03F_CA_C.BMP;
SAM:;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;
Aval. RT:;534;436;733;309;284;399;592;689;271;723;278;536;386;406;
Aval. Resp:;4;1;8;4;7;6;4;2;5;9;7;5;1;8;


Image:;03F_AN_O.BMP;03F_AN_O.BMP;01F_AN_100.jpg;01F_AN_100.jpg;01F_FE_100.jpg;01F_FE_100.jpg;01F_HA_100.jpg;01F_HA_100.jpg;01F_NE_C.jpg;01F_NE_C.jpg;01F_SA_100.jpg;01F_SA_100.jpg;16F_AN_100.jpg;16F_AN_100.jpg;
SAM:;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;
Aval. RT:;617;268;714;318;595;475;732;313;411;325;298;496;583;629;
Aval. Resp:;2;6;5;7;5;7;9;4;3;7;9;9;5;2;


Image:;16F_FE_100.jpg;16F_FE_100.jpg;16F_HA_100.jpg;16F_HA_100.jpg;16F_NE_C.jpg;16F_NE_C.jpg;16F_SA_100.jpg;16F_SA_100.jpg;37M_AN_100.jpg;37M_AN_100.jpg;37M_FE_100.jpg;37M_FE_100.jpg;37M_HA_100.jpg;37M_HA_100.jpg;
SAM:;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;
Aval. RT:;642;726;387;676;592;299;475;419;509;522;455;535;579;267;
Aval. Resp:;7;8;4;2;8;6;7;8;7;2;8;7;3;5;


Image:;37M_NE_C.jpg;37M_NE_C.jpg;37M_SA_100.jpg;37M_SA_100.jpg;41M_AN_100.bmp;41M_AN_100.bmp;41M_FE_100.bmp;41M_FE_100.bmp;41M_HA_100.bmp;41M_HA_100.bmp;41M_NE_C.jpg;41M_NE_C.jpg;41M_SA_100.bmp;41M_SA_100.bmp;
SAM:;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;valência_num;ativação_num;
Aval. RT:;746;256;589;562;359;330;298;349;370;737;436;257;377;697;
Aval. Resp:;5;3;5;8;6;4;7;1;2;1;4;8;1;3;


Image:;
SAM:;
Aval. RT:;
Aval. Resp:;


